,sentence,rankt,ranko
2687,そんな馬鹿な,2687,10000
2688,君に,2688,10000
2689,（半田）うん,2689,10000
2690,追え！,2690,10000
2691,これか,2691,10000
2692,駄目よ,2692,10000
2693,受け取れ,2693,10000
2694,会いたかったよ,2694,10000
2695,ありがたい,2695,10000
2696,ジミー！,2696,10000
2697,知り合い？,2697,10000
2698,私達は,2698,10000
2699,何しに来たの？,2699,10000
2700,どうしてわかるの？,2700,836
2701,何を見つけた？,2701,10000
2702,ええ もちろん,2702,10000
2703,もっとだ,2703,10000
2704,早く行け,2704,10000
2705,集中しろ,2705,10000
2706,今日はどうだった？,2706,10000
2707,おいで！,2707,10000
2708,し,2708,125
2709,ガス！,2709,10000
2710,お元気ですか？,2710,10000
2711,メアリー,2711,10000
2712,少佐,2712,10000
2713,良かった。,2713,10000
2714,エミリィ,2714,10000
2715,大丈夫だ,2715,259
2716,か,2716,628
2717,バカみたい,2717,10000
2718,ほらね？,2718,10000
2719,マーティ,2719,10000
2720,なぜ私が？,2720,10000
2721,確か,2721,498
2722,♪メ・ガ・フォース！,2722,10000
2723,行け　行け　行け！,2723,10000
2724,うまい,2724,10000
2725,援護しろ！,2725,10000
2726,大変だわ,2726,10000
2727,そんな事ないわ,2727,10000
2728,俺だ！,2728,10000
2729,ロイ！,2729,10000
2730,ただいま！,2730,10000
2731,何がおかしい？,2731,10000
2732,イアン,2732,356
2733,座ってください,2733,10000
2734,あそこ,2734,10000
2735,そうみたい,2735,10000
2736,許して,2736,10000
2737,ええ　ありがとう,2737,10000
2738,行く？,2738,10000
2739,まだ？,2739,10000
2740,確認,2740,10000
2741,忘れたのか？,2741,10000
2742,本気ですか？,2742,10000
2743,ちょっといいか？,2743,10000
2744,へえー,2744,620
2745,分かってるだろ,2745,10000
2746,一体どうしたの？,2746,10000
2747,いってらっしゃい,2747,10000
2748,いつまで？,2748,10000
2749,失礼！,2749,10000
2750,見て。,2750,10000
2751,元気そうだ,2751,10000
2752,ケイト？,2752,10000
2753,何と言った？,2753,10000
2754,はい そうです,2754,10000
2755,ゴー！,2755,10000
2756,言ったように,2756,10000
2757,誰だい？,2757,10000
2758,先生？,2758,10000
2759,弾切れだ,2759,10000
2760,準備しろ,2760,10000
2761,ま,2761,595
2762,私たち？,2762,10000
2763,ブライアン,2763,10000
2764,今！,2764,10000
2765,ネイサン,2765,1241
2766,もう時間がない,2766,10000
2767,どうしたの？,2767,88
2768,早いな,2768,10000
2769,タラ,2769,10000
2770,どうか！,2770,10000
2771,マック！,2771,10000
2772,何やってる,2772,10000
2773,離れるな,2773,10000
2774,ダニエル！,2774,10000
2775,落ち着いて。,2775,10000
2776,どこ行くんだ？,2776,10000
2777,優しいのね,2777,10000
2778,ラヴ１,2778,10000
2779,素敵だ,2779,10000
2780,話せ！,2780,10000
2781,ああ　分かってる,2781,10000
2782,私も愛してる,2782,10000
2783,もう一つ,2783,10000
2784,これだ！,2784,10000
2785,見てない,2785,10000
2786,いえ。,2786,1095
2787,始めるぞ,2787,10000
2788,アイリス,2788,10000
2789,うそだろ,2789,10000
2790,絶対,2790,10000
2791,８,2791,10000
2792,分かったな？,2792,10000
2793,手伝うわ,2793,10000
2794,どうして分かるの？,2794,10000
2795,戻ろう,2795,10000
2796,いい考えだ,2796,10000
2797,バカ,2797,10000
2798,帰るよ,2798,10000
2799,エリック？,2799,10000
2800,ベス,2800,10000
2801,ルーシー？,2801,10000
2802,それは何だ,2802,10000
2803,よくやった！,2803,10000
2804,止めるんだ,2804,10000
2805,スコッティ！,2805,10000
2806,すまない。,2806,10000
2807,あんた誰？,2807,10000
2808,えッ？,2808,10000
2809,うるせえ,2809,10000
2810,あァ,2810,10000
2811,戻ってきた,2811,10000
2812,マディ,2812,10000
2813,今のところ,2813,10000
2814,何かおかしい,2814,10000
2815,手を離せ！,2815,10000
2816,彼女はどこ？,2816,10000
2817,とっても,2817,10000
2818,見つけました,2818,10000
2819,調子どう？,2819,10000
2820,平気だよ,2820,10000
2821,教えてやろう,2821,10000
2822,オー,2822,10000
2823,もうダメだ,2823,10000
2824,もういいだろ,2824,10000
2825,ｏ,2825,10000
2826,知らない？,2826,10000
2827,ボブ,2827,10000
2828,いいんですか？,2828,10000
2829,またか,2829,10000
2830,応答せよ,2830,10000
2831,悪かったわ,2831,10000
2832,賛成,2832,10000
2833,行くな！,2833,10000
2834,そう思います,2834,10000
2835,どうだろう,2835,10000
2836,動かない,2836,10000
2837,卑劣かつ卑怯な行為,2837,10000
2838,ジャン,2838,114
2839,驚いた？,2839,10000
2840,何をするつもり？,2840,10000
2841,スーザン！,2841,10000
2842,それは素晴らしい,2842,10000
2843,スーザン,2843,10000
2844,動けない,2844,10000
2845,何があったんです？,2845,10000
2846,何しに来た,2846,10000
2847,♪監獄ロックを踊ろうぜ,2847,10000
2848,ほんとか？,2848,10000
2849,何をしているんだ？,2849,10000
2850,ウー！,2850,10000
2851,ハッ！,2851,500
2852,だったら,2852,10000
2853,ジュリエット？,2853,10000
2854,どうすれば,2854,10000
2855,僕だよ,2855,10000
2856,どうすればいいんだ？,2856,10000
2857,問題ありません,2857,10000
2858,うせろ！,2858,10000
2859,お前は何者だ？,2859,10000
2860,クレデンス,2860,10000
2861,裏切り者！,2861,10000
2862,忘れたの？,2862,10000
2863,面白いね,2863,10000
2864,モーガン,2864,10000
2865,ふせろ！,2865,10000
2866,やったわ！,2866,10000
2867,エネジャイズ！,2867,10000
2868,フッ,2868,1233
2869,あれを見ろ,2869,10000
2870,一緒に来るんだ,2870,10000
2871,ジーン,2871,10000
2872,これからお聞き頂くのは,2872,10000
2873,そうはいかない,2873,10000
2874,気をつけ！,2874,10000
2875,待ちなさい,2875,10000
2876,わたし,2876,10000
2877,泣かないで,2877,10000
2878,出るんだ！,2878,10000
2879,来た,2879,10000
2880,お前は誰だ,2880,10000
2881,ひざまずけ,2881,10000
2882,本物だ,2882,10000
2883,何かが彼を妨げる迄,2883,10000
2884,やりましょう,2884,10000
2885,下ろせ,2885,10000
2886,ジョージ ブッシュ諜報センター,2886,10000
2887,よし　分かった,2887,10000
2888,ひどいわ,2888,10000
2889,ジン！,2889,10000
2890,出してくれ！,2890,10000
2891,あれは,2891,10000
2892,本気よ,2892,10000
2893,フィンチ？,2893,10000
2894,あれは明らかなテロ行為,2894,10000
2895,そうは言ってない,2895,10000
2896,残念だが,2896,10000
2897,止めるんだ！,2897,10000
2898,できた,2898,10000
2899,立つんだ,2899,10000
2900,何が起きてる？,2900,10000
2901,調子はどうだい？,2901,10000
2902,何とかする,2902,10000
2903,渡せ,2903,10000
2904,を,2904,429
2905,俺たちは,2905,10000
2906,ダメだった,2906,10000
2907,じゃぁね,2907,10000
2908,何をやってるんだ？,2908,10000
2909,我が国の決意を,2909,10000
2910,そして・・・,2910,10000
2911,ヤバイ,2911,10000
2912,殺して,2912,10000
2913,何する気だ？,2913,10000
2914,シロ,2914,85
2915,他に質問は？,2915,10000
2916,元気そうだな,2916,10000
2917,マーカス,2917,10000
2918,そこをどけ！,2918,10000
2919,良き時代のお馴染みの曲,2919,10000
2920,帰ろう,2920,10000
2921,そうだよ。,2921,10000
2922,構わん,2922,10000
2923,あいつ,2923,10000
2924,最後に,2924,10000
2925,つかまって,2925,10000
2926,そういうことか,2926,10000
2927,おはようございます。,2927,471
2928,サリー,2928,10000
2929,ちょっと？,2929,10000
2930,なぜ知ってる？,2930,10000
2931,キャロライン！,2931,10000
2932,その前に,2932,10000
2933,そのとおりです,2933,10000
2934,寒い,2934,10000
2935,返せ,2935,10000
2936,ない？,2936,10000
2937,話してみろ,2937,10000
2938,私の？,2938,10000
2939,何か見えるか？,2939,10000
2940,当局に気付かれず隠密に動く,2940,10000
2941,サー？,2941,10000
2942,そうだっけ？,2942,10000
2943,キャサリン,2943,10000
2944,すべて,2944,10000
2945,閣下！,2945,10000
2946,見てて,2946,10000
2947,いや　大丈夫だ,2947,10000
2948,オォ,2948,10000
2949,それがどうした,2949,10000
2950,行こうか？,2950,10000
2951,が,2951,302
2952,本当に。,2952,10000
2953,どうやって入った？,2953,10000
2954,立ち去れ,2954,10000
2955,いや・・・,2955,844
2956,聞こえない,2956,10000
2957,見たのか？,2957,10000
2958,行きます,2958,10000
2959,ジェシー！,2959,10000
2960,言ったろ,2960,10000
2961,頑張れよ,2961,10000
2962,そんな感じ,2962,10000
2963,おぉ！,2963,10000
2964,どう？,2964,128
2965,マギー！,2965,10000
2966,バリー！,2966,10000
2967,わからないな,2967,10000
2968,何も言うな,2968,10000
2969,立って,2969,10000
2970,消えろ,2970,10000
2971,どうやったんだ？,2971,10000
2972,どこでこれを？,2972,10000
2973,ウォーレン！,2973,10000
2974,テロ行為と見做す,2974,10000
2975,信じろ,2975,10000
2976,何も？,2976,10000
2977,カール！,2977,10000
2978,大勢が避難を,2978,10000
2979,ジェシカ,2979,10000
2980,許可する,2980,10000
2981,何か飲む？,2981,10000
2982,失礼するよ,2982,10000
2983,ニモ！,2983,10000
2984,何とかしないと,2984,10000
2985,俺はただ,2985,10000
2986,お先に,2986,10000
2987,特に,2987,10000
2988,逃げるぞ,2988,10000
2989,そういえば,2989,10000
2990,君のせいじゃない,2990,10000
2991,もしもし。,2991,1142
2992,やってみて,2992,10000
2993,やめろって,2993,10000
2994,ポール？,2994,10000
2995,カイル！,2995,10000
2996,開けてくれ,2996,10000
2997,わぁ,2997,10000
2998,まずいぞ,2998,10000
2999,俺のだ,2999,10000
3000,異議あり,3000,10000
3001,ああ　そうか,3001,10000
3002,これは命令だ,3002,10000
3003,生きている,3003,10000
3004,中に入って,3004,10000
3005,何て事だ！,3005,10000
3006,アンディ！,3006,690
3007,フム,3007,10000
3008,マ,3008,89
3009,ああ。,3009,45
3010,これでいい？,3010,10000
3011,まさか？,3011,10000
3012,カットニス,3012,10000
3013,えーっと,3013,1139
3014,怖いのか？,3014,10000
3015,やってるよ,3015,10000
3016,捨てろ,3016,10000
3017,問題発生だ,3017,10000
3018,オリバー！,3018,10000
3019,逃げよう,3019,10000
3020,後ろを向け,3020,10000
3021,もう遅い,3021,10000
3022,ちょっと待ってね,3022,10000
3023,あっちへ行け！,3023,10000
3024,どうも。,3024,10000
3025,ごめん！,3025,10000
3026,んん,3026,946
3027,何の用だ,3027,10000
3028,おばあちゃん,3028,10000
3029,ごめんな,3029,10000
3030,見てごらん,3030,10000
3031,帰れ！,3031,10000
3032,嘘だろ？,3032,10000
3033,どうやって見つけた？,3033,10000
3034,連絡する,3034,10000
3035,どうも！,3035,10000
3036,一体なんだ？,3036,10000
3037,聞こえてる？,3037,10000
3038,覚えてるわ,3038,10000
3039,ルーク,3039,10000
3040,友よ,3040,10000
3041,マルコム！,3041,10000
3042,待ってる,3042,10000
3043,そりゃどうも,3043,10000
3044,そこで止まれ！,3044,10000
3045,それより,3045,10000
3046,知るかよ,3046,10000
3047,できる,3047,10000
3048,（速人）うん,3048,10000
3049,お願い？,3049,10000
3050,全員だ,3050,10000
3051,どこにいたんだ？,3051,10000
3052,わーい！,3052,10000
3053,何のことだ,3053,10000
3054,シーザー,3054,10000
3055,今のところは,3055,10000
3056,時間をくれ,3056,10000
3057,そりゃ良かった,3057,10000
3058,私は―,3058,10000
3059,どのように？,3059,10000
3060,デビッド！,3060,10000
3061,誰だと思う？,3061,10000
3062,勘弁してよ,3062,10000
3063,ｃ,3063,10000
3064,どこへ行った？,3064,10000
3065,おっ！,3065,10000
3066,ご苦労さん,3066,10000
3067,お許しを,3067,10000
3068,右？,3068,10000
3069,いくわよ,3069,10000
3070,君の言う通りだ,3070,10000
3071,説明して,3071,10000
3072,どこに行ってたの？,3072,10000
3073,何時だ？,3073,10000
3074,何の音？,3074,10000
3075,恐らく,3075,10000
3076,出て来い,3076,501
3077,アンディ,3077,10000
3078,可能性はある,3078,10000
3079,ジェイ,3079,10000
3080,何これ,3080,10000
3081,手を,3081,10000
3082,立って！,3082,10000
3083,考えてみろ,3083,10000
3084,バカな！,3084,10000
3085,彼はどこに？,3085,10000
3086,どうしたんだい？,3086,10000
3087,警告！,3087,10000
3088,うれしいわ,3088,10000
3089,ビクター,3089,10000
3090,お大事に,3090,10000
3091,本気で？,3091,10000
3092,知ってたの？,3092,10000
3093,やりなさい,3093,10000
3094,どいてくれ,3094,10000
3095,たくさん,3095,10000
3096,アレク？,3096,10000
3097,出してくれ,3097,1147
3098,行くよ！,3098,10000
3099,よっしゃ,3099,10000
3100,死んだわ,3100,10000
3101,思い出して,3101,10000
3102,興味深いね,3102,10000
3103,知ってるぞ,3103,10000
3104,ヘレン,3104,10000
3105,よっしゃ！,3105,10000
3106,アナ？,3106,10000
3107,うれしい,3107,10000
3108,ブラボー！,3108,10000
3109,手伝うよ,3109,10000
3110,聞かせて,3110,10000
3111,見ろよ！,3111,10000
3112,ジョン・スノウ！,3112,10000
3113,死にたいのか？,3113,10000
3114,そうなんです,3114,803
3115,そうなんですか？,3115,440
3116,大統領？,3116,10000
3117,あ・・・,3117,108
3118,何のこと,3118,10000
3119,質問がある,3119,821
3120,すぐ行くよ,3120,10000
3121,こっちを見て,3121,10000
3122,やったね！,3122,10000
3123,どこにいるの,3123,10000
3124,バーバラ,3124,10000
3125,恐れるな,3125,10000
3126,信じられないな,3126,10000
3127,やったよ,3127,10000
3128,話は終わりだ,3128,10000
3129,信用できない,3129,10000
3130,ショータイムだ,3130,10000
3131,いいじゃないか,3131,10000
3132,終わり？,3132,10000
3133,終わった？,3133,10000
3134,よくやったわ,3134,10000
3135,ベンジャミン,3135,10000
3136,これから,3136,10000
3137,手を離せ,3137,10000
3138,素敵だわ,3138,10000
3139,フランクリン,3139,10000
3140,ミ,3140,99
3141,ショーン？,3141,10000
3142,よし 行くぞ,3142,10000
3143,少々お待ちを,3143,10000
3144,ディラン！,3144,10000
3145,聞こえるか,3145,10000
3146,それはそうだ,3146,10000
3147,わかっています,3147,10000
3148,どうなってるんだ,3148,10000
3149,マリア,3149,10000
3150,覚えているか？,3150,10000
3151,エミリー！,3151,10000
3152,できない,3152,10000
3153,ジュリア！,3153,10000
3154,両方だ,3154,10000
3155,悪いわね,3155,10000
3156,かかれ！,3156,10000
3157,じっとして,3157,10000
3158,どうするの,3158,10000
3159,無理だわ,3159,10000
3160,約束してくれ,3160,10000
3161,それで十分だ,3161,10000
3162,誰も？,3162,10000
3163,どうしろと？,3163,10000
3164,何を言ってるんだ,3164,10000
3165,もしそうなら,3165,10000
3166,すげぇ,3166,10000
3167,違う　違う,3167,10000
3168,つかまって！,3168,10000
3169,何処にいる？,3169,10000
3170,私も愛してるわ,3170,10000
3171,心当たりは？,3171,10000
3172,それしかない,3172,10000
3173,良い旅を,3173,10000
3174,誰なの,3174,10000
3175,誰かいるのか？,3175,10000
3176,どういたしまして。,3176,10000
3177,もう違う,3177,10000
3178,勿論だ,3178,10000
3179,ジェームス！,3179,10000
3180,ハァ？,3180,10000
3181,アイリーン,3181,10000
3182,どうやる？,3182,10000
3183,うう！,3183,10000
3184,リリー,3184,10000
3185,時間よ,3185,10000
3186,全部？,3186,10000
3187,何時？,3187,10000
3188,愛してる！,3188,10000
3189,大丈夫だって,3189,10000
3190,知ってるさ,3190,10000
3191,奴だ,3191,10000
3192,まだだ！,3192,10000
3193,そうとは限らない,3193,10000
3194,お早うございます,3194,10000
3195,ふざけやがって,3195,10000
3196,ふざけんなよ,3196,10000
3197,当然,3197,10000
3198,失礼します。,3198,1191
3199,あそこに,3199,10000
3200,まだわからない,3200,10000
3201,僕はバリー・アレン 地上最速の男,3201,10000
3202,判りません,3202,10000
3203,彼女が？,3203,10000
